,ID,RA,Dec,M,Axis_maj,Axis_min,R_eff,PA,Area,V_cen,V_RMS,V_disp,V_disp_nt,V_grad_abs,V_grad_PA,j,M_vir,virial,m_lin,m_lin_vir,virial_lin,id_unresolved,id_resolvedLeaves,id_resolvedBranches,id_SCIMES,abundance_pNH3
29,29,83.846962646,-5.1297893831,447640.188816,0.574212229199,0.12360366901,0.266410844973,177.58883923,0.759590914156,11.109978276,0.453147789164,0.514778216465,0.442592644204,1.22419728317,80.3036789876,0.0347548327299,65.6402687172,0.000146636227839,331054.05259,123.193687411,0.000372125598365,False,False,True,29,2.98466983304e-11
30,30,83.8080998014,-5.35095177484,11271988.4219,0.26628038741,0.106629830365,0.168503508982,9.29148338506,0.426078774428,8.87164921547,1.23634256505,1.26641097434,1.23150954664,4.40633884151,39.1387531489,0.0500444338565,251.267551911,2.22913245212e-05,17976437.5297,745.585517565,4.14757104312e-05,False,False,True,30,6.63287727378e-13
31,31,83.8468359761,-5.1294386973,476422.454814,0.574613930639,0.124835758256,0.267828985989,177.521345361,0.792715249122,11.1079545088,0.457148927257,0.517826558236,0.446776056523,1.22296055726,80.2189482957,0.0350903415894,66.773531714,0.00014015613882,352093.775877,124.657029685,0.000354044968205,False,False,True,31,2.8394119919e-11
32,32,83.8425215656,-5.11827268848,582465.138436,0.657881710842,0.153511176164,0.317792692188,172.357370634,0.904339720378,11.1058768974,0.450104571174,0.512710580259,0.439363749794,0.921282421842,76.4350058699,0.0372169336754,77.6723766255,0.000133351116659,375979.702604,122.206045851,0.000325033625499,False,False,True,32,2.51927714449e-11
33,33,83.8474667771,-5.13193583995,364581.842938,0.571550302334,0.11958125818,0.261432026092,178.003706514,0.66339421535,11.1228142817,0.43283524883,0.497143725755,0.421743544455,1.04213037192,77.4300462643,0.0284904705345,60.0759770528,0.000164780496387,270883.687693,114.897891339,0.000424159506678,False,False,True,33,3.46866742652e-11
34,34,83.8476730574,-5.13336433504,324281.135519,0.567769241353,0.115608723831,0.256201243993,178.323572843,0.613480833894,11.1246332345,0.424810241255,0.489876244034,0.413559008933,1.11974856202,78.051400838,0.0293997050228,57.1652518873,0.000176283001463,242544.873655,111.563181732,0.000459969242191,False,False,True,34,3.78275814959e-11
35,35,83.7308725958,-4.91650922325,3.23598331382,0.0206149799008,0.0125265771288,0.016069696193,124.008398009,0.00363006410588,11.0833719248,0.42768137532,0.443698325627,0.42508740491,183.465157201,150.104704637,0.018950859909,2.94144934998,0.908981618483,66.6600498042,91.5216228936,1.37296061378,False,False,False,35,6.7055869391e-09
36,36,83.8481193395,-5.13553187919,265314.241101,0.561157220639,0.109405793145,0.247777825487,178.884663811,0.540425793763,11.127376064,0.4160418753,0.481968394227,0.404608023174,1.02158831776,76.1397717767,0.0250876963052,53.5152655972,0.000201705213316,200778.997941,107.990425479,0.000537857179219,False,False,True,36,4.34737777858e-11
37,37,83.7319279117,-4.95572488048,1080.01125732,0.170449904022,0.034952505597,0.0771858226899,134.837259001,0.0671561859588,10.8973671804,0.311885771556,0.359767591963,0.303604371043,14.6214502091,42.3155654525,0.0348438002957,9.28880283674,0.00860065371891,2690.75277767,60.171690299,0.0223624001426,False,False,True,37,4.42477288774e-10
38,38,83.7055393799,-5.86860599568,0.721142426625,0.0139871473994,0.0129903031153,0.0134795135089,54.4948684526,0.00226879006618,9.29448471697,1.19272609034,1.19272609034,1.19272609034,292.201506538,191.814820705,0.0212368880986,17.8292791857,24.7236586387,21.8944566234,661.347279853,30.2061517775,False,False,False,38,4.25899319723e-22
