,ID,RA,Dec,M,Axis_maj,Axis_min,R_eff,PA,Area,V_cen,V_RMS,V_RMS_dendro,V_RMS_refit,V_disp,V_disp_dendro,V_disp_refit,V_disp_nt,V_disp_nt_dendro,V_disp_nt_refit,V_grad_abs,V_grad_PA,j,M_vir,M_vir_dendro,M_vir_refit,virial,virial_dendro,virial_refit,m_lin,m_lin_vir,m_lin_vir_dendro,m_lin_vir_refit,virial_lin,virial_lin_dendro,virial_lin_refit,id_unresolved,id_resolvedLeaves,id_resolvedBranches,id_SCIMES,abundance_pNH3,Tkin,Tdust
0,0,66.6456833526,24.6982543396,18.1081546793,0.0209725546269,0.010751803232,0.0150164170367,15.6859915938,0.00277993636237,6.47898357712,0.115523480668,0.202619291636,0.527769415667,0.241854687908,0.293602780675,0.568936351089,0.0786768539357,0.184116675243,0.520946186158,1.25715134028,340.070582933,0.000113391420553,0.81668291306,1.20355177699,4.51930670277,0.0451002836858,0.0664646286884,0.249573011873,366.661353509,27.193001868,40.0745322285,150.478862292,0.0741638070328,0.109295762548,0.410402844074,True,False,False,0,1.72919383622e-10,14.6572905616,13.5995543493
1,1,67.4645252351,24.4890493908,3.61658473483,0.0146747896394,0.00608196313815,0.00944730277102,59.9089121686,0.00118567998523,6.35783124041,0.13228166004,0.272605697319,-0.0367104792961,0.280588390689,0.368164737063,0.250158083412,0.0882819994365,0.254183280434,,15.9639438357,233.650739144,0.000569922562617,0.691552823735,1.19061223512,0.54968646625,0.191217094148,0.329208997555,0.151990484546,104.65718192,36.6005430596,63.0133416904,29.0922435521,0.34971840812,0.602092857213,0.277976561362,True,False,False,1,2.3249270223e-10,19.8787592403,13.6125433084
2,2,67.4150947439,24.5208815395,13.7593052569,0.0168005227795,0.0152190220873,0.0159902322453,168.989221263,0.00259165915737,6.44078190888,0.227256720944,0.317259564881,0.961909821469,0.295657412916,0.369352568837,0.980325554719,0.214421786564,0.308195906603,0.958958596591,2.25737256142,112.319051959,0.000230872803332,1.29960222114,2.02822040618,14.2880692924,0.0944526047555,0.147407181418,1.03842955917,347.789115401,40.6373779068,63.4206050003,446.774914624,0.116844881301,0.18235362233,1.28461442535,True,False,False,2,3.41831986809e-10,11.6119700713,13.9668369694
3,3,68.1942922665,24.3974363337,12453.8568017,0.0916310977638,0.0414628521228,0.0616383537777,174.599801123,0.0725636831091,6.21678342334,0.105557172619,0.217174426649,0.134106363513,0.200166589711,0.275842488633,0.216584541645,0.0809816101054,0.206350275198,0.115759324542,0.773017569256,134.829647131,0.00117476613442,2.29621389077,4.36065255281,2.68833924778,0.000184377733527,0.000350144748109,0.000215863992223,57716.9341931,18.6265024132,35.3728829986,21.8073576192,0.000322721618423,0.000612868363386,0.000377832917221,True,False,False,3,2.19155979121e-11,9.39028112309,13.7841786951
4,4,68.1944225915,24.3976118936,12456.6559921,0.0957987257185,0.0416001282561,0.0631287515849,175.11019086,0.0767649238494,6.21559236165,0.105548639904,0.202062953148,0.162956003282,0.200161917035,0.264109285487,0.235539671077,0.0809705554696,0.190381597069,0.148224068468,0.766267862448,134.102948451,0.00122150431275,2.35162589123,4.09423409037,3.25636784758,0.000188784686092,0.000328678426455,0.000261415892809,55218.4249499,18.6256327916,32.4276497442,25.7914798395,0.000337308295347,0.000587261403665,0.000467081048814,True,False,False,4,2.19079270942e-11,9.39025862497,13.7780137968
5,5,67.3875738191,24.540076005,4.27452584276,0.00788297148662,0.00805212441821,0.00796709904517,29.0383248918,0.000879058260094,6.52206621059,0.26433500694,0.448680880865,-2.02291828327,0.357577302616,0.509218091102,2.03720075404,0.24633765778,0.438319265605,2.02064534903,23.2591387576,302.437226911,0.000590546436758,0.947148842246,1.92081701389,30.7429827458,0.221579861039,0.449363762098,7.19213870185,230.271541025,59.4412619246,120.54682658,1929.37119091,0.258135511058,0.523498587988,8.37867841736,True,False,False,5,4.43217245212e-10,18.8259604713,13.6344277519
6,6,67.3484761295,24.5776002146,2137.92117931,0.0367008375462,0.022532626516,0.0287570211471,15.2406043623,0.0180857156964,6.34353223441,0.110978568158,0.125281569624,0.162562506516,0.208233399918,0.216195231073,0.239732089583,0.0859991515939,0.103803098085,0.146649855129,1.14651926477,31.4367837633,0.00037925310177,1.15937199478,1.2497243882,1.53664790104,0.000542289400564,0.000584551198751,0.000718757976631,24737.6243471,20.1580683349,21.7290306567,26.71778647,0.000814874866399,0.000878379845688,0.00108004657582,True,False,False,6,5.4422920302e-11,10.078720107,13.4813979672
7,7,66.7454618289,24.6888549789,453.182309858,0.0423374441897,0.0227175697265,0.031012962458,32.5564912921,0.0158484393888,6.63789037463,0.0863784667629,0.0900897664304,0.111234274081,0.19826347761,0.199908311606,0.210286068878,0.0491294065901,0.0553951720558,0.0855892680305,0.655270623382,106.691368476,0.000252096720834,1.13346162535,1.15234649286,1.27509454158,0.002501116219,0.00254278789748,0.00281364588565,4545.59341776,18.2739979595,18.5784652856,20.5574450249,0.00402015672763,0.00408713749298,0.00452249973448,True,False,False,7,4.08478479005e-11,10.339173845,13.6797450585
8,8,68.911138096,24.1429348654,11495.5448361,0.0968940433633,0.057083399732,0.0743709715477,54.9486743733,0.0818202620476,5.95463468209,0.130373179585,0.242354249042,0.447582392392,0.218518008575,0.299146345699,0.480710882023,0.110104721508,0.232080731151,0.442103926382,3.26128498438,110.592428813,0.007215320918,3.30184020562,6.18798122689,15.9789960929,0.000287227813269,0.000538293862109,0.0013900164212,50381.9249183,22.1984474379,41.6021271345,107.427641191,0.000440603400404,0.000825735165973,0.00213226551715,True,False,False,8,1.30872593973e-11,9.98393792843,14.4706348851
9,9,68.7523919533,24.0528060921,0.677799291859,0.00865238400334,0.00698226987113,0.00777259803026,77.0492155511,0.00091345466408,6.48475095733,0.296958887755,0.309965936286,0.504621869315,0.367151288259,0.37774908221,0.54887040223,0.284247023377,0.297809789865,0.497247443706,3.54205867282,114.019639351,8.55949531493e-05,0.974169323519,1.03121963219,2.17712798875,1.43725338049,1.52142329532,3.21205409167,33.2665375562,62.6669049221,66.336868842,140.051497599,1.88378200816,1.99410199303,4.20998119694,True,False,False,9,1.94784529613e-09,15.1337049271,15.4432478189
