,ID,RA,Dec,M,Axis_maj,Axis_min,R_eff,PA,Area,V_cen,V_RMS,V_RMS_dendro,V_disp,V_disp_nt,V_grad_abs,V_grad_PA,j,M_vir,virial,m_lin,m_lin_vir,virial_lin,id_unresolved,id_resolvedLeaves,id_resolvedBranches,id_SCIMES,abundance_pNH3,count_c2d,count_SCUBA2,Tkin,Tdust
68,68,247.088542186,-24.606609248,204.349010839,0.0341797228238,0.01187620095,0.0201475868696,80.5351897489,0.00764799711771,4.00676830669,0.18914614085,0.163397947222,0.243481361141,0.179026787817,4.2033164007,40.265963198,0.000682492915527,1.11053591277,0.00543450593772,2538.90399679,27.5600229437,0.0108550866746,False,False,True,38,2.17535849151e-10,0,2,7.63151194104,17.3298630697
69,69,246.732987411,-24.4732059336,0.105097489441,0.00397018945913,0.00359062386299,0.00377563994742,89.7008301421,0.000187450909748,3.71388296784,0.405089353641,0.312329092901,0.447940281862,0.397874334445,4.98803973493,197.342376146,2.84427144073e-05,0.704383118341,6.70218786466,11.2414772465,93.2799642114,8.29783863508,True,False,False,69,8.77647527446e-09,0,0,11.866957455,20.9843050746
70,70,246.71054908,-24.4079846876,4.56991630946,0.0135256160244,0.00765067592845,0.0101725171386,158.029936793,0.00116219564044,3.45534804654,0.348548377297,0.297129791709,0.38853036608,0.341782407067,2.0720583585,169.544532686,8.57667265475e-05,1.4277642171,0.312426775551,143.480693971,70.177528219,0.489107811489,False,True,False,70,4.29306873237e-10,0,0,9.5673863445,21.4668589877
71,71,246.759462263,-24.6181111999,0.296216947263,0.006432829061,0.00293471879099,0.00434494468602,6.68296462133,0.000262431273647,3.87481769632,0.807348179747,0.201965538173,0.816869097542,0.805828857303,12.4740192459,356.413921393,9.41965300954e-05,2.69567365485,9.10033568221,19.5546553888,310.208052076,15.8636419772,True,False,False,67,2.19736340503e-09,0,0,5.02039598179,23.4243188011
72,72,247.093530533,-24.6055407314,91.3345500345,0.0221493077876,0.011096011109,0.015677020293,84.1342242713,0.00487372365344,4.04967244734,0.13881674693,0.109688024813,0.204222621511,0.125355588712,2.22209618653,17.2484660416,0.000218448912196,0.607924074856,0.00665601434098,1751.12525429,19.3890185601,0.0110723196485,False,True,False,38,3.87715769221e-10,0,2,7.28409755075,16.9649085353
73,73,247.091768665,-24.6058801786,134.434966517,0.0266283194837,0.0114292702848,0.0174454080092,83.4976670859,0.00603591929388,4.03308981747,0.165412691877,0.131516064275,0.222105134155,0.154529549466,3.41715884057,44.5071276097,0.00041599433856,0.800159296153,0.00595201766982,2143.93078493,22.9332353743,0.01069681705,False,False,True,38,2.91742998833e-10,0,2,7.13233746664,17.1235872972
74,74,246.854330649,-24.6023943863,37.5761408288,0.024226000345,0.0102395849894,0.0157500536344,120.157139984,0.00348658692131,3.70523155074,0.429930339498,0.231068194741,0.470344749987,0.423170754613,2.91354347923,25.6082615611,0.000289098320682,3.23961027073,0.0862145552811,658.677353299,102.844420278,0.156137780907,False,False,True,81,4.57977355741e-10,0,0,11.8120836457,20.037616315
75,75,246.872809305,-24.4505011255,2.65158900737,0.00526601326194,0.00435788824811,0.00479047986204,36.2590673221,0.000374901819495,4.14081654944,0.274123062543,0.0942796830568,0.342109343517,0.261731445815,13.717023333,120.653329737,0.000125915126577,0.521299152138,0.19659877556,213.828966748,54.4099095655,0.254455279811,False,True,False,54,2.96377530871e-09,0,1,13.6013134655,16.9031816573
76,76,247.132154674,-24.3094781024,161.187350029,0.0246465499328,0.018054598772,0.0210946336814,20.871052715,0.00716062475236,3.37729739506,0.111417923505,0.125940107811,0.147718972055,0.104513266875,2.02951192325,236.201137561,0.000361239784509,0.427979207566,0.0026551662242,2777.26356597,10.1442673533,0.00365261240509,False,True,False,76,1.75383969577e-10,0,0,3.05396076594,17.09110716
77,77,246.788032644,-24.6559074665,0.433128992322,0.00542074487583,0.00313145677028,0.00412005197072,105.854286557,0.000224941091697,3.78474547533,0.662961369207,0.225751612001,0.693186191757,0.658043518666,24.5395898465,249.688095049,0.000166622129103,1.84068989811,4.24974991454,33.931305009,223.381878577,6.58335653514,True,False,False,1,6.40004284653e-09,0,0,13.3071710406,17.9771501975
78,78,247.087777476,-24.6415422258,0.587748775352,0.00929289868847,0.00526092159693,0.00699208205102,6.45663822277,0.000562352729243,3.50933803966,0.30462693065,0.260518514112,0.338868434416,0.298839925443,7.48147629564,307.490656156,0.000146305390505,0.74652933319,1.27015038482,26.8585650578,53.3839082367,1.98759345936,False,True,False,78,1.73118868905e-09,0,0,7.1534127467,19.1814283952
79,79,246.854831709,-24.6023639353,41.4763411225,0.0248737893417,0.0108143198964,0.0164010095719,117.524341881,0.00367403783106,3.70078281401,0.42932952642,0.232674245466,0.468891328781,0.422719492836,1.02451207872,349.618916075,0.000110234678155,3.35268779485,0.0808337404918,708.110055681,102.209799347,0.144341686051,False,False,True,81,4.26391989754e-10,0,0,11.5365043845,20.0343301387
80,80,246.858634029,-24.604777353,11.5539662474,0.0131607063239,0.00901449387101,0.0108920662179,113.235702475,0.00191199927943,3.72752941254,0.40509333395,0.213266489469,0.451887879843,0.397170908771,6.15436296409,347.903419348,0.000292054325752,2.06799644545,0.178985847905,372.815682235,94.9313199202,0.25463338707,False,True,False,81,1.10191384731e-09,0,0,13.0191182259,19.8551985384
81,81,246.855553338,-24.6027975215,47.9695629628,0.0267034112094,0.0108207780131,0.0169985789079,118.718802809,0.00397395928665,3.68698315708,0.427414194706,0.241211929784,0.465459511154,0.421068822179,2.2965701979,345.909195218,0.00026543913126,3.42416404182,0.0713820145595,762.853765293,100.719126592,0.132029402193,False,False,True,81,3.8027602618e-10,0,0,11.028241464,20.0469894068
82,82,247.092717675,-24.6056409991,111.258910615,0.023872598304,0.011145932446,0.0163120313882,83.4251013699,0.00543607638268,4.04193567817,0.151242665597,0.119925590482,0.211354942997,0.139354758556,3.03597707942,34.9887060988,0.000323127988204,0.677502645614,0.00608942368632,1979.14397625,20.7669611924,0.0104929006892,False,False,True,38,3.27674182759e-10,0,2,7.07624969821,17.0406405026
83,83,246.733455098,-24.5466793136,10496.7223118,0.0645682388368,0.0402856687129,0.051001712512,158.826970609,0.0376776328593,3.71771078398,0.246502593673,0.19604734275,0.307439020514,0.235400881534,1.16808865299,163.994492231,0.00121536105087,4.48209299508,0.000426999291964,69036.2262591,43.9406127199,0.000636486307275,False,False,True,85,3.77687025372e-11,3,3,10.9586235648,19.1087625573
84,84,246.734283493,-24.5477290517,9235.78628624,0.0617397498715,0.0397642991126,0.0495483388322,160.415823133,0.0348658692131,3.72449124286,0.238950624965,0.185730613124,0.300138716358,0.227748518615,1.03658078451,166.111045947,0.00101793803709,4.15003031367,0.000449342393278,63525.9670798,41.8786019015,0.000659235960138,False,False,True,85,4.09513006894e-11,3,3,10.7088462645,18.9801986853
85,85,246.733281055,-24.5464672206,10759.626646,0.0653485544797,0.0403759241933,0.0513664120006,158.433713902,0.0382399855885,3.71643866258,0.248346271222,0.197823227391,0.308990734238,0.237316064444,1.18815061301,164.946423702,0.00125397809299,4.55982601616,0.000423790356875,69920.3337105,44.3852883486,0.000634798005004,False,False,True,85,3.72504250975e-11,3,3,10.9729668388,19.1364214925
86,86,246.733639829,-24.5469680947,10164.3747973,0.06390352844,0.0401682610298,0.0506645202395,158.936069837,0.0369278292203,3.71896921853,0.245558776723,0.194376474345,0.306581109264,0.234433450243,1.21199849284,164.730227662,0.00124442847518,4.4276455389,0.000435604316763,67545.7624359,43.6957215619,0.00064690544582,False,False,True,85,3.86928505666e-11,3,3,10.9383787605,19.0826479023
87,87,246.504828163,-24.5364305297,8.26422033528,0.0193892317377,0.00869027519757,0.0129806686912,23.3162243691,0.00202446982528,3.37175462771,0.333475528043,0.299328932586,0.415773437324,0.318485502949,6.10901807171,274.209154845,0.000411742343547,2.0863572432,0.252456633361,181.002078579,80.3640125495,0.443994970558,False,True,False,87,1.28946159598e-09,0,0,20.0184287357,29.1266296594
88,88,246.656629381,-24.4984894679,8.02203211399,0.0125379304313,0.0114685430946,0.0119913216731,99.4661028704,0.00149960727798,3.65524527506,0.399877993132,0.207021644754,0.437505228511,0.393584245197,2.65257732391,164.271527202,0.00015256754241,2.13408482152,0.266027957903,271.706993205,88.9845539836,0.327501890673,False,True,False,46,4.91602941938e-10,0,0,10.2291982818,23.4806979303
89,89,246.811024651,-24.4605133658,43.7054625523,0.0206987063206,0.006980041074,0.0120198926907,87.936308933,0.00213694037112,3.92689648267,0.320543451718,0.151842747937,0.38397464765,0.309298106691,7.48649630516,339.453700383,0.000432653067131,1.64772154388,0.0377005858686,896.674448209,68.5414415201,0.0764396059874,False,True,False,54,9.01490164323e-10,0,1,14.5080848366,17.140861257
90,90,246.741228459,-24.3876795183,74.7389318869,0.0253867447993,0.0157592074251,0.0200018743407,47.5506800828,0.00461129237979,3.46275219204,0.264968284174,0.236025765911,0.297912204546,0.259363037675,1.50456478259,147.208862651,0.0002407754884,1.65053756767,0.0220840400847,1250.20763165,41.2595724671,0.0330021761366,False,False,True,90,1.24560383739e-10,0,0,6.02013882735,20.7863710864
91,91,247.053830722,-24.6645714445,0.0678011742205,0.00395987736036,0.00386005118071,0.00390964567197,90.6491248873,0.000187450909748,3.47155608935,0.321364218356,0.275593346697,0.353797570775,0.315918229066,2.15191189495,207.620757503,1.31570727586e-05,0.455014483988,6.71101185517,7.27106045341,58.1912687447,8.00313367184,True,False,False,91,3.22577810882e-09,0,0,7.10910172206,19.0454003118
92,92,247.072510174,-24.6515936565,0.415119342777,0.00719316060918,0.00538209844498,0.00622208152705,74.9077934706,0.000487372365344,3.54998758241,0.286519820698,0.238308668372,0.306532555249,0.283218152992,1.69629887177,115.95333738,2.62684083667e-05,0.543584465314,1.30946551822,24.5073012197,43.6818822569,1.78240279765,False,True,False,92,4.92764384833e-10,0,0,3.85313758792,19.2784455726
93,93,246.736766222,-24.5496512541,5374.9588403,0.0572650682261,0.0370198319886,0.0460428409695,163.319743895,0.0257182648174,3.73272913864,0.210475786944,0.17216864319,0.276833318232,0.197926602106,0.92284493878,156.482161601,0.000782551542725,3.28077886303,0.000610382136963,39859.1135935,35.6274590572,0.000893834705421,False,False,True,85,6.15060872098e-11,3,3,10.498077598,18.7031000914
94,94,246.735130647,-24.5488185574,8173.66121871,0.0587684406033,0.039187458361,0.0479894344526,162.791979921,0.0324290073864,3.7295363741,0.231543494685,0.178427663919,0.292810411906,0.220274210408,0.873432565191,170.527859846,0.000804601124623,3.82557562396,0.000468036969186,59062.8965986,39.8585195637,0.000674848709751,False,False,True,85,4.44410467267e-11,3,3,10.4295499495,18.8709883102
95,95,246.737194045,-24.5501322409,3460.75530935,0.0579510774442,0.0352202975482,0.0451780277438,163.776768903,0.0203196786167,3.7365954915,0.189316354644,0.1678834012,0.263161598952,0.174771031794,1.04312516443,151.817248061,0.000851629995369,2.90904493245,0.000840580934627,25360.1404781,32.1953511222,0.0012695257406,False,False,True,85,8.80091405145e-11,3,3,10.8476330914,18.6335956716
96,96,246.74426299,-24.5502686377,1710.27088263,0.0617941299556,0.0162184344612,0.03165760646,168.06892399,0.0138338771394,3.75274556195,0.174759626661,0.168194631384,0.254436567787,0.158495894816,1.89534945494,225.060272337,0.000759810757517,1.90552767955,0.00111416717603,11753.3036395,30.0958899397,0.00256063238582,False,False,True,85,1.48621374426e-10,2,3,11.1020594174,18.4420419339
97,97,246.822747704,-24.5523860999,0.562020649614,0.00691068871608,0.00536396733153,0.0060884077156,1.18408824472,0.000412392001445,3.33726616775,0.437720554882,0.359325744039,0.467801171317,0.432761087556,3.96806115824,26.2503862496,5.88363609721e-05,1.23880932561,2.20420606692,34.53609398,101.735082757,2.94576111636,False,True,False,97,1.73665147408e-09,0,0,8.84302064077,20.7367723572
98,98,246.808708554,-24.5005664896,362.926886152,0.0307890910303,0.0112884389393,0.0186429818991,149.527485901,0.00569850765633,3.63584814446,0.378792676604,0.231012826419,0.435183676277,0.369064942238,2.49642957142,23.212392837,0.000347064397724,3.28275672533,0.00904522880666,5005.69692064,88.0426946475,0.0175884988731,False,False,True,98,3.94194610989e-10,1,4,14.9017273776,17.1000975058
99,99,246.621117535,-24.391596754,2731.20843393,0.0518253353321,0.0202655708974,0.0324078695297,140.173747975,0.0164581898758,3.44013418725,0.323605127188,0.274088257691,0.402516747171,0.309255133947,1.89331915382,177.072303391,0.000795398528716,4.88198588166,0.0017874819882,22379.7381069,75.3209938282,0.00336558870656,False,False,True,99,7.54385065005e-11,3,12,18.6022514784,25.3947812911
100,100,246.617842401,-24.3892589517,1372.43284144,0.0407411750918,0.0155481304256,0.0251684148094,152.905319187,0.0102723098542,3.43927503871,0.306501158775,0.262820124074,0.392369981841,0.290571198388,3.18415867379,202.502268952,0.000806800983584,3.60267877119,0.00262503101238,14305.3941012,71.5714278883,0.0050031077356,False,False,True,99,1.23717224543e-10,2,11,19.4826329872,26.2355582084
101,101,246.775345956,-24.6204408289,4.03257832911,0.0121474525272,0.00505527166919,0.00783636858587,170.01864051,0.00082478400289,3.48314745657,0.666319273357,0.229311616591,0.680621348082,0.66402422021,5.03455084514,320.902930864,0.000123666033842,3.37523578814,0.836991996851,140.974277471,215.357135844,1.52763425858,False,True,False,67,3.98692318696e-10,0,0,6.25406694208,21.5757342323
102,102,246.736462548,-24.5498134229,5727.7384553,0.0571163976876,0.03763941162,0.0463662334335,163.976852428,0.0266180291842,3.73318789928,0.213896131969,0.172628789365,0.278844963526,0.201691156373,0.937254569758,161.221862466,0.000805974297971,3.35201192784,0.000585224334874,42585.7838851,36.1471234518,0.000848807281542,False,False,True,85,5.8486441779e-11,3,3,10.3897514726,18.7186212439
103,103,246.749429062,-24.5720139602,232.454422455,0.0217472491902,0.0133591135223,0.0170447637335,153.798180325,0.004461331652,3.82208382974,0.153214154931,0.127614086449,0.241009825135,0.134122943931,3.45951788748,265.264687839,0.000402029149393,0.920531404735,0.00396005115761,4539.16278877,27.0033489208,0.00594897124809,False,False,True,85,5.7511135685e-10,2,3,11.2365029125,18.1548156541
104,104,246.75019246,-24.5752128759,72.657161186,0.0154640636403,0.00929578358466,0.0119896033687,121.85364138,0.00239937164477,3.83268824882,0.139700394666,0.114644490825,0.229079154685,0.119549637016,4.29486454795,288.763817773,0.000246955723274,0.584997605781,0.0080514789765,1995.24886788,24.396036624,0.0122270645114,False,True,False,85,1.31304452842e-09,1,3,10.7007985081,18.3641434782
105,105,246.908247773,-24.7122103527,317.859056633,0.0340841811636,0.0118759939911,0.0201192328554,100.344878536,0.00761050693576,3.63920308241,0.201550096067,0.135057051322,0.285846300905,0.184690731529,0.797457261042,249.660118002,0.00012911902628,1.52846218516,0.00480861612488,3960.26275241,37.9851010262,0.00959156081325,False,True,False,1,2.12288291882e-10,1,0,13.3384501108,17.5367063188
106,106,246.914527015,-24.7180766914,545.447206449,0.0461132458467,0.0183205316455,0.0290657733393,122.48092787,0.0102348196722,3.6133547806,0.193261690208,0.140392060592,0.273911103056,0.177139834475,1.26878791799,325.713972637,0.000428758547293,2.02758600431,0.00371729102347,5023.07086432,34.8792715859,0.00694381435739,False,False,True,1,1.48187729044e-10,1,0,12.2318961378,17.5246017312
107,107,247.021817166,-24.6474697208,0.52646846791,0.0063397778629,0.00527634443437,0.00578367112154,81.3711395494,0.000487372365344,3.73885383267,0.361529190963,0.120886115404,0.401077530326,0.354856654932,3.34342110944,292.797139684,4.47361134036e-05,0.865044366719,1.64310764927,35.2647329788,74.7833295274,2.12062656401,False,True,False,52,2.58970298113e-09,0,0,9.79138016013,18.7253969303
108,108,247.008334347,-24.64348447,0.0743938089767,0.00541649945847,0.00131865480524,0.00267254430057,176.639747429,0.000187450909748,3.82534757368,0.374941208849,0.109928188806,0.40018388625,0.370782694599,6.7128239602,156.587156788,1.91785193618e-05,0.397944252226,5.34915818533,5.83257547193,74.4504501087,12.7645926687,True,False,False,52,1.47943189237e-08,0,0,6.35217196496,18.9368343293
109,109,246.699590484,-24.5798430204,0.950035627843,0.006629377687,0.00413453508104,0.00523539822863,76.2969458116,0.000374901819495,3.83882816386,0.330462470067,0.111146999113,0.372915048383,0.323222561896,4.92447275468,297.662765141,5.39907267964e-05,0.676936089452,0.712537582394,60.8568411602,64.6499139024,1.06232779536,False,True,False,85,3.15639020079e-09,0,0,9.69410204464,19.2360272724
110,110,246.768555591,-24.5455375505,1.22923099131,0.00657358800901,0.0041185649569,0.00520324410488,173.315476432,0.000412392001445,3.80595797704,0.292381724136,0.105273808003,0.339704223619,0.284158862773,3.80812489059,124.895120353,4.12400873069e-05,0.558282767373,0.454172382017,79.4096524668,53.6475664143,0.675579916896,False,True,False,85,2.68679421085e-09,0,0,9.7108857041,18.1097406178
111,111,246.810508274,-24.5031935669,74.6574400735,0.0228798174156,0.00682876780834,0.0124996384199,154.37356998,0.00232439128087,3.67168470938,0.368587857936,0.151657504365,0.42645723328,0.358559562249,4.20974602374,66.5823419424,0.0002630939051,2.11361824351,0.0283108855785,1385.67957638,84.5471753864,0.0610149538375,False,True,False,98,1.00709415864e-09,0,4,14.9367319381,16.4584947667
112,112,246.833834318,-24.4125385684,205.017761677,0.0249322454394,0.0189946042026,0.0217618504269,120.632398059,0.00667325238702,3.12148399115,0.213391590217,0.234546299503,0.257025471844,0.205627653458,7.31325159021,252.539743974,0.00138535841664,1.33667639823,0.00651980778298,3491.98500514,30.7114600093,0.00879484303743,False,False,True,112,1.30836946415e-10,0,0,6.66379988047,18.9175331335
113,113,246.552069375,-24.3870969677,228.06745866,0.0343307069276,0.0169273159809,0.024106570142,164.311262587,0.00682321311482,3.17958177789,0.652375363649,0.282572500228,0.704721522987,0.64368819162,1.94638722145,53.3922729661,0.000452439051865,11.1313701226,0.048807358086,2821.12839949,230.878346795,0.0818390069862,False,False,True,113,2.7553219186e-10,0,2,23.0627296976,25.1716243487
114,114,246.919784659,-24.5975484699,423.193810723,0.04842308531,0.0249145188961,0.0347338145611,119.942309226,0.0118094073141,3.39913483609,0.41045130482,0.197138110097,0.442368896438,0.405161831581,1.19720192473,134.831346006,0.000577739897912,6.3197482303,0.0149334609112,3711.32618764,90.9740019943,0.0245125320155,False,False,True,114,1.53144201267e-10,0,0,8.83695462164,19.4168930392
115,115,246.836486336,-24.5893104019,0.427851852203,0.00630664107145,0.00466081710963,0.00542163265171,99.9413023485,0.000374901819495,3.7160259784,0.383509569614,0.130140392061,0.418398214593,0.377684215354,6.99549792956,113.595686236,8.22505479836e-05,0.882445437447,2.06250231921,28.8096231617,81.381891225,2.82481623477,False,True,False,81,3.12782138462e-09,0,0,9.08287973267,20.3268613869
116,116,246.697060832,-24.5508665629,144.597591487,0.0238830750241,0.013548076695,0.0179880441444,38.5591970747,0.00449882183395,3.64964425753,0.207621822314,0.116076121273,0.276742524061,0.194423638062,1.48348582008,223.241219438,0.000192004443774,1.28089599748,0.008858349467,2571.0652124,35.6040931188,0.0138479930213,False,False,True,85,2.79937651225e-10,1,0,10.8691438933,19.0894434808
117,117,246.737877636,-24.5181717317,104.920139146,0.0264276876325,0.0104855870912,0.016646615881,171.183099906,0.003711528013,3.66979603038,0.138840101297,0.150262575785,0.227427902309,0.11888642981,4.65853955902,206.437369892,0.000516370824002,0.800555744497,0.00763014375517,1685.93943415,24.0456003257,0.014262434248,False,False,True,85,6.50572375895e-10,0,0,10.533869524,18.046137317
118,118,246.738219169,-24.5275856148,13.4413831609,0.00850532103309,0.00796943627916,0.00823301973804,146.169601472,0.00119968582239,3.77487381813,0.126902905843,0.0731475282977,0.219699315199,0.104912722777,1.90640300029,216.923474238,5.16883914843e-05,0.369483196049,0.027488480287,671.112806924,22.439105444,0.0334356686574,False,True,False,85,2.48192399197e-09,0,0,10.4418522902,17.3170619807
119,119,246.63814336,-24.4965205764,0.0667279997841,0.0042843797729,0.00269569980422,0.00339844107128,179.714349447,0.000149960727798,3.65164995457,0.286111794431,0.145599812714,0.363354391116,0.271861998272,8.25760351986,184.279740607,3.81481521016e-05,0.417175406917,6.25187939496,6.61397307316,61.3774666334,9.27996923401,True,False,False,46,3.26024986937e-09,0,0,16.2865254252,24.3031810227
120,120,246.714825977,-24.4458006925,42.3397736987,0.0204422366683,0.0134531165977,0.0165834795329,43.6332192272,0.00329913601156,3.60489079376,0.348105994969,0.147267507271,0.387215110097,0.341496546651,3.48957569582,202.499653897,0.00038386978815,2.31184322796,0.0546021630729,879.553774007,69.7032014114,0.0792483682877,False,False,True,120,3.29332975405e-10,0,0,9.33619798896,19.9607039337
121,121,246.858096013,-24.4511019997,0.868446404525,0.00398602901555,0.00292735098672,0.0034159194914,108.168142725,0.000187450909748,3.75067009581,0.354418312525,0.104193462399,0.405322726077,0.345662797275,8.20192063679,131.855837562,3.82816639721e-05,0.521780284012,0.600820363,92.5219636972,76.3747923986,0.825477425539,True,False,False,54,6.80485311731e-09,0,0,12.5555590996,15.3557115127
122,122,246.778284611,-24.440880862,1.61391123019,0.010960131851,0.00449417118192,0.00701831238367,151.749970618,0.000637333093142,3.51628533566,0.328340101682,0.167943080803,0.365133828001,0.322122966469,1.78629501086,214.384661417,3.51948052115e-05,0.869991408311,0.539057782137,62.5325502541,61.9801001118,0.991165398819,False,True,False,122,7.97709029589e-10,0,0,8.28359666483,20.0268616159
123,123,246.799726903,-24.4360291643,1.88737444649,0.00814083582699,0.005763802877,0.00684997612848,42.826913685,0.000637333093142,3.56896511037,0.438630229215,0.159727155396,0.469898930757,0.433467341442,6.45434041052,193.076014301,0.000121140670836,1.40629392344,0.745105946547,98.4535431484,102.649549215,1.04261914739,False,True,False,123,1.69788836457e-09,0,0,9.22282036959,19.5429081988
124,124,246.552580282,-24.3892117741,149.647652688,0.0279878804905,0.016808953289,0.0216897896675,163.812331971,0.00554854692853,3.16937038555,0.654848311496,0.28298856684,0.707295273619,0.646145147694,2.1685013477,72.0915086677,0.000408065960437,10.0886947307,0.0674163246097,2270.60805539,232.567832269,0.102425353296,False,False,True,113,3.57713576521e-10,0,2,23.1930710897,25.3097686336
125,125,246.619978806,-24.3966546583,205.438202433,0.0229017043666,0.0106351062827,0.0156064749381,148.019437554,0.00307419491986,3.53871591955,0.258514162452,0.164530007534,0.34952146589,0.240954922851,4.61418369757,238.476354681,0.000449536034627,1.77268126232,0.00862878102185,3809.39211218,56.7931345596,0.0149087132244,False,False,True,99,3.83530849219e-10,0,5,17.9647139426,26.3556827323
126,126,246.804163773,-24.7078697158,2.7247657375,0.010086077694,0.0065475854409,0.00812646635785,30.3640490806,0.000862274184839,3.50870914105,0.372786581846,0.146780450366,0.400547157368,0.368194630578,6.02870189212,168.018554298,0.000159252876047,1.21223600302,0.444895495542,114.722641038,74.5856778114,0.650139128047,False,True,False,1,9.07928421333e-10,0,0,6.96964175547,19.0780189086
127,127,247.089596937,-24.6643104593,0.0634325605148,0.0040673423574,0.00359502880982,0.00382390022807,0.352374038944,0.000187450909748,3.44255713835,0.202400792817,0.175497229974,0.226987540672,0.198224198105,6.22369350124,75.9511296679,3.64016686948e-05,0.183184498459,2.88786227408,6.62283276883,23.9525729665,3.61666582905,True,False,False,127,4.94874190687e-09,0,0,3.42741237033,19.4417011376
128,128,246.992461335,-24.6559294064,0.134690597873,0.00740534659386,0.00380311199665,0.0053069164748,174.585219913,0.000262431273647,3.55820719254,0.440924981343,0.149234223508,0.448388900444,0.439730374335,12.9161973777,15.9044273295,0.000145505419395,0.992042065078,7.36534012578,7.72385597468,93.4669002036,12.1010672014,True,False,False,56,8.078215868e-10,0,0,2.15494915227,19.3724514379
129,129,246.982093628,-24.6473164463,0.622439560287,0.00952182295794,0.00573528568093,0.00738988327831,64.9812642995,0.000562352729243,3.63831318083,0.37916946006,0.128761772259,0.389153434358,0.377562836977,9.00692185855,355.717905805,0.000196748551637,1.04053679587,1.67170736286,27.7599935563,70.4027896436,2.53612413493,False,True,False,56,4.71952624541e-10,0,0,2.49036073776,19.4899158777
130,130,247.058817528,-24.6112515142,0.266831668386,0.00568496405527,0.00320227165371,0.00426670824484,61.9960474731,0.000299921455596,3.69646751353,0.356647082377,0.0970393112269,0.371112824604,0.354300150286,10.5279756732,6.4278656154,7.66638734409e-05,0.546365163597,2.0476023963,19.9320480098,64.0265436779,3.21224109265,True,False,False,38,2.12730815449e-09,0,0,3.41777823723,17.8408301462
131,131,246.923544978,-24.597670146,45.7737206274,0.0391230497639,0.0137992306791,0.0232350594697,105.044827903,0.00382399855885,3.37540167448,0.407007838213,0.176913059059,0.437150837366,0.402022960164,3.26281481952,153.886647219,0.000704595709464,4.12842639653,0.0901920652275,496.850565635,88.8404525479,0.178807188102,False,False,True,114,4.71510191515e-10,0,0,8.26086607596,19.3748039939
132,132,246.92423947,-24.5974712266,76.5861217549,0.0391697557386,0.0141195162264,0.0235171852427,104.599983892,0.00498619419929,3.38440795476,0.409397873281,0.178034624676,0.438073830049,0.404666432005,2.76068778978,153.007266436,0.000610728188975,4.1962184428,0.0547908465222,830.312336385,89.2160009691,0.107448723883,False,False,True,114,3.62873960861e-10,0,0,7.88965758832,19.3947415553
133,133,246.792086599,-24.582146684,0.237310281476,0.00578632922832,0.00353170772312,0.0045205777976,98.9055508214,0.000262431273647,3.4500841466,0.474468034065,0.188238163381,0.498344038046,0.470572660369,4.57545299873,217.370785837,3.74008941568e-05,1.04383200858,4.398595805,17.4162917056,115.453383983,6.62904514547,True,False,False,62,1.43102744014e-09,0,0,7.54059517724,21.5929650208
134,134,246.688155225,-24.5582369038,6.80739624922,0.010102233086,0.00611983060279,0.00786282107112,159.560316836,0.00101223491264,3.68293447835,0.151183937894,0.0803015338572,0.236030900206,0.132851293236,1.61144012812,301.716800482,3.9850240913e-05,0.407281090567,0.0598292027754,286.158020134,25.8991707228,0.0905065345038,False,True,False,85,1.99212004518e-09,0,0,10.6660427861,19.2814537498
135,135,246.745394123,-24.5514790124,1.90170393748,0.00579963481759,0.00444351849598,0.00507649333515,174.268391675,0.000412392001445,3.79436828684,0.149932536957,0.0518249885038,0.241619369305,0.129575677467,4.21344185066,53.1156733777,4.34334809126e-05,0.275553189079,0.144898048349,139.246578673,27.1401113807,0.194906845392,False,True,False,85,4.20785488558e-09,0,0,11.654974922,16.8610256467
136,136,246.701261169,-24.500140561,2.19806162447,0.00816386485162,0.00575953359014,0.0068571170209,11.3868865527,0.000599842911193,3.68093390639,0.214741681337,0.0869144310208,0.280020733915,0.202472356216,1.68759851551,76.3931896877,3.17403892226e-05,0.499919490059,0.227436521567,114.336879037,36.4526001624,0.318817519503,False,True,False,85,1.51533827352e-09,0,0,10.4854138323,19.6909851876
137,137,246.838691866,-24.4899031715,0.268848589155,0.00501058893273,0.00277472909395,0.00372867629186,90.6400471358,0.000224941091697,3.58621079733,0.558322052274,0.147384958584,0.567025085139,0.55693020024,12.1885129457,35.569827144,6.77828892907e-05,1.11464700868,4.1460028196,22.7856416492,149.469533078,6.55981233175,True,False,False,137,8.8582332209e-10,0,0,3.17959764093,19.262960474
138,138,246.711758251,-24.4466793313,16.6922162474,0.0188128251318,0.0106641109186,0.0141641114758,24.7923123704,0.00206196000722,3.62243134493,0.328896329808,0.127518339906,0.366949308263,0.322453205652,3.24531730158,177.584065452,0.000260432889038,1.77328937287,0.106234507545,376.792508692,62.5979743206,0.166133808068,False,False,True,120,5.25695729732e-10,0,0,8.59639962234,19.9780829171
139,139,246.70915892,-24.4509469638,2.5744978278,0.0114862421488,0.00610463310814,0.00837372641717,104.26287839,0.00078729382094,3.65646666434,0.300496788763,0.105957300042,0.329196124238,0.295692539949,3.30833948552,182.602994191,9.27913717597e-05,0.843735501591,0.327728185466,95.1824409421,50.3799300071,0.529298571338,False,True,False,120,7.88028157029e-10,0,0,5.86699446333,19.6879807382
