,ID,RA,Dec,M,Axis_maj,Axis_min,R_eff,PA,Area,V_cen,V_RMS,V_RMS_dendro,V_RMS_refit,V_disp,V_disp_dendro,V_disp_refit,V_disp_nt,V_disp_nt_dendro,V_disp_nt_refit,V_grad_abs,V_grad_PA,j,M_vir,M_vir_dendro,M_vir_refit,virial,virial_dendro,virial_refit,m_lin,m_lin_vir,m_lin_vir_dendro,m_lin_vir_refit,virial_lin,virial_lin_dendro,virial_lin_refit,id_unresolved,id_resolvedLeaves,id_resolvedBranches,id_SCIMES,abundance_pNH3,count_c2d,count_SCUBA2,Tkin,Tdust
32,32,246.769428316,-24.4927675643,2263474.56205,0.194921916787,0.106273607853,0.143927257136,117.874750901,0.115577576525,3.67252384757,0.173353774202,0.367901797795,1.05774139528,0.268657213999,0.421280073614,1.07747019768,0.152888857893,0.358713262451,1.05458064231,0.773959843894,148.835120343,0.00641304840095,9.65868919227,23.7499671286,155.357316422,4.26719582106e-06,1.04927033538e-05,6.86366522633e-05,4931252.27177,33.5540653816,82.5068426967,539.707764581,6.80437007323e-06,1.6731417934e-05,0.000109446391066,True,False,False,32,5.11093083732e-13,10,32,13.6759238473,19.745263533
33,33,246.79805146,-24.5839817281,1.09008220581,0.0125810931119,0.00443255763491,0.00746769176712,101.100610027,0.000541052644117,3.44438940005,0.44001135979,0.450541218997,0.461356841395,0.494776033718,0.504163383055,0.513851595209,0.430692735342,0.441444929236,0.452478033317,7.51364293714,200.773576693,0.000167603588093,1.69973736743,1.76484720957,1.83332698397,1.55927448257,1.61900377803,1.6818245213,36.7945206855,113.806074248,118.165509813,122.750579506,3.09301689839,3.21149746243,3.33611030173,True,False,False,33,1.22367853887e-09,0,0,16.6198991862,21.3779912976
34,34,247.0351841,-24.6757688193,5.59369616814,0.0134482997798,0.0101336145377,0.011673897642,93.807303721,0.00168484534055,3.45369277753,0.25345264219,0.294703227078,0.328615162366,0.33857079643,0.37046178536,0.397969681381,0.237173967552,0.280825997908,0.316229622249,5.8376016843,11.4710542449,0.000318219077184,1.24420802993,1.48963833599,1.71907167433,0.222430391736,0.266306622887,0.307323033403,176.633781875,53.2901721467,63.8020985651,73.6288653131,0.301698642134,0.361211190113,0.41684475377,True,False,False,34,1.88373944058e-09,0,0,16.3597299539,18.9500350449
35,35,247.099297338,-24.6270697787,0.336631351687,0.00694478848724,0.00532354055916,0.0060803670273,89.1361789179,0.000429175279631,3.74277569656,0.361578878188,0.362066440296,0.228183409373,0.430181408007,0.430591297906,0.326166256618,0.349471715292,0.349976144653,0.208467894292,13.6235634398,350.608510325,0.000201469960019,1.04619152417,1.04818616005,0.601431239442,3.10782557516,3.11375085773,1.78661683301,20.5843810919,86.0302938521,86.1943165066,49.4568203484,4.17939667304,4.18736497939,2.40263820066,True,False,False,35,1.15141146972e-09,0,0,17.6339204588,18.9702923509
36,36,246.771334798,-24.6199019937,120.856511667,0.0410506716725,0.0245712796739,0.0317595266725,116.34071905,0.00881998398855,3.56922073523,0.650148748488,0.88399953569,2.35541196647,0.689799332039,0.913556184601,2.36666331681,0.643640214821,0.87922381114,2.35362377257,10.4031758667,292.095143699,0.00419733830081,14.0506911904,24.6446510913,165.396040464,0.11625928133,0.203916617742,1.36853230482,1250.2361823,221.20435445,387.988324659,2603.88075315,0.176930053362,0.310332023781,2.08271108292,True,False,False,36,2.09852762538e-11,0,0,17.2485497747,22.091308069
37,37,246.71054908,-24.4079846876,4.88391219603,0.0143738838362,0.00831694053383,0.010933743051,158.029936793,0.00134264162933,3.45534804654,0.288560534137,0.349767097409,0.381031518489,0.378083115645,0.426634132371,0.452619794702,0.271677007012,0.335973565489,0.368410412935,1.79106007398,141.917620782,8.56461551224e-05,1.45318718186,1.85036833385,2.08263939258,0.297545722268,0.378870106501,0.426428508333,144.28992004,66.4542405596,84.6173321072,95.239086142,0.460560519691,0.586439663172,0.660053634487,True,False,False,37,4.01705928162e-10,0,0,19.3749850341,21.4668589877
38,38,246.855553338,-24.6027975215,159.769152148,0.0450827707451,0.0162743328323,0.0270867498254,118.718802809,0.0100904834733,3.68698315708,0.392329714732,0.344457870943,0.792034044669,0.455930707836,0.415453282742,0.825389685664,0.38127666556,0.331813977242,0.786617580882,2.72701546729,356.740497422,0.000800315790458,5.23519319016,4.34689765425,17.1574641514,0.0327672339734,0.0272073651003,0.107389091829,1504.95878681,96.6375298605,80.2402961276,316.713231783,0.0642127417094,0.0533172714303,0.210446448474,True,False,False,38,1.14175199254e-10,0,0,17.5149190144,20.0469894068
39,39,247.132154674,-24.3094781024,166.342871216,0.0248625269703,0.018573666127,0.021489259527,20.871052715,0.00743104414241,3.37729739506,0.0969383673714,0.11839713949,0.137026465803,0.201008899137,0.212191925159,0.223122797566,0.0669520898831,0.0954118331785,0.117736093028,2.43598438752,225.188803155,0.000449963611313,0.807291072178,0.899616237547,0.994689360552,0.00485317504907,0.00540820433703,0.00597975346511,2841.19605009,18.7835944548,20.9317644569,23.1438723913,0.00661115745751,0.00736723692695,0.00814582027542,True,False,False,39,1.69948234553e-10,0,0,10.066586068,17.09110716
40,40,247.087777476,-24.6415422258,0.603681459274,0.00923921192323,0.00551209565709,0.00713634499705,6.45663822277,0.000585797413349,3.50933803966,0.292536857692,0.305803339053,0.280465433977,0.37261557586,0.383119089111,0.363215382275,0.277733279197,0.291673864859,0.264988341104,8.74424445615,302.12784702,0.00017812872371,0.921246765306,0.973916107816,0.875351401271,1.52604780411,1.61329471504,1.45002200717,27.746945738,64.5461202959,68.2363386452,61.3305131431,2.32624235134,2.4592378307,2.21035186079,True,False,False,40,1.68549823133e-09,0,0,17.2923226026,19.1814283952
41,41,246.733281055,-24.5464672206,20180.9344488,0.0864060170962,0.047443899598,0.0640268568631,158.433713902,0.0594132928856,3.71643866258,0.13908363383,0.280840781869,0.493397241895,0.233723519938,0.337866795252,0.527942482551,0.117270000375,0.270701940424,0.487697482152,1.61558101665,153.436890254,0.00264918994304,3.25195964472,6.79565520779,16.5925651504,0.000161140191648,0.000336736399646,0.000822190131604,99183.5299993,25.3952778884,53.0687866056,129.575040563,0.000256043295581,0.000535056441387,0.00130641690777,True,False,False,41,1.9860362139e-11,3,3,11.4544298909,19.1364214925
42,42,246.504828163,-24.5364305297,8.68721665875,0.0198231467025,0.00900952096751,0.0133640209465,23.3162243691,0.00214581102547,3.37175462771,0.312087408817,0.334114348597,0.338818757185,0.409355793518,0.426387163132,0.430083439771,0.293728702523,0.317033748807,0.321987810583,6.3206671332,278.755624222,0.000451541016419,2.08217466911,2.25903790863,2.29837409065,0.239682599261,0.260041621773,0.264569675298,186.101697244,77.9022525276,84.5193941883,85.9911137467,0.418600440948,0.454157030483,0.462065177374,True,False,False,42,1.22667537391e-09,0,0,22.7818444096,29.1266296594
43,43,246.811024651,-24.4605133658,233.941764255,0.0442412940452,0.0126440678538,0.0236514254084,87.936308933,0.008273816071,3.92689648267,0.27906174853,0.300829889379,1.06108270818,0.350041581961,0.3676306189,1.08191966579,0.266079284413,0.288827541009,1.05774252052,7.78781070255,340.88931644,0.00174256913434,2.69447850886,2.97206839151,25.7410037618,0.0115177318485,0.0127043087025,0.11003167324,2245.54734065,56.9622858312,62.8306400183,544.17446977,0.025366771299,0.0279801003885,0.242334890884,True,False,False,29,1.68418173401e-10,0,1,14.4967948212,17.140861257
