,ID,RA,Dec,M,Axis_maj,Axis_min,R_eff,PA,Area,V_cen,V_RMS,V_RMS_dendro,V_disp,V_disp_nt,V_grad_abs,V_grad_PA,j,M_vir,virial,m_lin,m_lin_vir,virial_lin,id_unresolved,id_resolvedLeaves,id_resolvedBranches,id_SCIMES,abundance_pNH3,Tkin,Tdust
42,42,83.7267744073,-5.69960147386,647733.465281,0.597115635669,0.197234933877,0.343179345121,22.293241729,1.21244141136,8.17944006127,0.487305771857,0.895259277347,0.514278980911,0.482892416404,1.65283144241,117.875155711,0.0778629474515,84.3911332777,0.000130286819813,460659.644444,122.95485506,0.000266910411065,False,False,True,42,1.35418464615e-11,8.77072218774,21.4851541228
43,43,83.8487016204,-5.19064713989,64608.7148756,0.260699665804,0.0766042592136,0.141317744024,10.5426707812,0.279514936153,11.0654911669,0.319385984219,0.426409888932,0.405072089293,0.303593182652,1.15801931122,342.425632742,0.00925058471577,21.5595387083,0.000333693972242,105242.923621,76.2803668326,0.000724802810566,False,False,True,43,9.95223734166e-11,20.1529529402,28.6398768835
44,44,83.8485471793,-5.19124149629,59190.4400597,0.256470149173,0.0763131824248,0.139900154683,10.337899841,0.265448437743,11.0611181054,0.320021635926,0.422425928584,0.405664875864,0.304242515643,1.17223955829,340.763191597,0.00917725403686,21.4057838592,0.000361642586837,98006.983022,76.5037891049,0.000780595287661,False,False,True,43,1.06284510844e-10,20.1770268337,28.7298071897
45,45,83.8486584669,-5.19109160298,56273.9344744,0.254291941738,0.0758196147206,0.138853581333,10.0888764203,0.256827035491,11.0632957988,0.319807161509,0.420270172076,0.405502053159,0.304015567198,1.20833595423,336.383922977,0.0093188401198,21.2285987909,0.000377236796915,93976.0005968,76.442388403,0.000813424575611,False,False,True,43,1.09686484165e-10,20.1786989468,28.482906703
46,46,83.8472704373,-5.04947570557,43914.193892,0.285191526633,0.0720312977519,0.143327302951,156.903480542,0.195115945691,11.2300067416,0.308166318998,0.338013589601,0.386532243866,0.293833340082,0.567299304881,128.90579969,0.00466154735096,19.9103325105,0.000453391733877,65389.884922,69.4575705415,0.001062206649,False,False,True,47,1.01039566092e-10,17.6741564867,21.7258427786
47,47,83.8473593669,-5.04959168038,46137.932241,0.285066344265,0.0730038109101,0.144259937244,156.773967685,0.20192231589,11.2284073459,0.308932040886,0.342975737678,0.387039023509,0.294657963434,0.514241328437,138.675251407,0.00428073601151,20.0924722925,0.000435487056238,68731.2838938,69.6398205781,0.00101321867762,False,False,True,47,9.78830008902e-11,17.6480236289,21.7977165945
48,48,83.8814299123,-5.10340546078,79.4739737903,0.0270782419157,0.0229601347497,0.024934315374,105.357212676,0.0104364343044,11.8399560037,0.322890681012,0.192204005201,0.401230978378,0.308654236066,3.30984033691,350.568825106,0.000823117683817,3.73219640656,0.0469612406247,1246.36929358,74.8405631072,0.0600468605034,False,True,False,47,1.82688554646e-09,18.4166988128,23.8883993982
49,49,83.8101683656,-5.34401812163,7559119.81922,0.210824181206,0.0858837750655,0.134559936672,11.721677496,0.286775064365,8.9337706337,0.47638766938,1.2223572255,0.552494940046,0.463178557448,8.73056371739,22.9690189085,0.0632315496891,38.1900751107,5.05218544275e-06,15226254.4475,141.907301888,9.31990873907e-06,False,False,True,49,8.11639339616e-13,25.4218414831,42.7287051928
50,50,83.8486484054,-5.19190908915,48570.6094634,0.249520822148,0.0737610374646,0.135664714317,10.3705684555,0.235046650856,11.0627530585,0.318347487246,0.413274733852,0.403988912314,0.3025565486,1.34914359458,332.601893276,0.00993234911633,20.5865667548,0.000423848228017,82662.5952803,75.872959518,0.00091786326404,False,False,True,43,1.21587647004e-10,20.0834545344,28.3338683125
51,51,83.8484946673,-5.19246569476,44427.2628427,0.247052545666,0.0721125770627,0.133475075343,10.3391795924,0.222795184498,11.0605370058,0.3177315858,0.410155799575,0.403295982062,0.301952432039,1.42288192836,331.018495713,0.0101397956874,20.1848763711,0.000454335358055,76366.4320028,75.6129049531,0.000990132745109,False,False,True,43,1.29333147321e-10,20.029033468,28.287473976
52,52,83.85236066,-5.13377165935,1679.10624007,0.0790622895884,0.0283241480289,0.0473220032734,163.356950471,0.0358468830456,11.6067679386,0.370420075155,0.253497602251,0.445100470904,0.357153038807,1.32332803884,218.799395329,0.00118536949952,8.71680553512,0.00519133651408,9018.84793699,92.1009776865,0.0102120557226,False,False,True,43,5.42702170189e-10,19.7722707931,23.8367785094
53,53,83.8473506887,-5.04955218991,41164.5655373,0.285948951264,0.0716835772129,0.143170680403,156.942953187,0.186948301453,11.2287335521,0.30695128736,0.333605418814,0.385424639067,0.292587942113,0.544827684333,133.065523686,0.00446711709262,19.7747574924,0.000480383000142,61133.2245767,69.0600807259,0.00112966527129,False,False,True,47,1.0552919399e-10,17.6392125558,21.6887059925
54,54,83.8103001681,-5.34387480968,7161216.64453,0.209913065969,0.084337317461,0.133054518465,11.6350859679,0.271801049928,8.94301620595,0.47485148646,1.21458080917,0.551136625326,0.461604906841,9.13773110139,25.3085411038,0.0647079468724,37.5773631163,5.2473434308e-06,14487372.1526,141.210398376,9.74713680912e-06,False,False,True,54,8.42794753136e-13,25.4095691859,42.0871339574
55,55,83.8464371263,-5.04807263494,36164.4212561,0.279505925268,0.07103060176,0.1409023565,157.672001764,0.172428045029,11.2114773424,0.305479343659,0.318166223668,0.383900243543,0.291117224223,0.356232097032,158.980879883,0.00282897788014,19.3078163948,0.000533889821105,54945.5818122,68.5148810652,0.00124695887832,False,False,True,47,1.1471970026e-10,17.551137685,21.5269782179
56,56,83.8386384425,-4.94991689083,2.19607427556,0.0243098191513,0.0112169949382,0.0165131195832,131.943402614,0.00363006410588,11.9295793478,0.370442917756,0.161913924276,0.471338523447,0.351805134252,5.28724816405,216.307603472,0.000576697326784,3.41093252641,1.55319542894,38.362559295,103.27947149,2.69219450913,True,False,False,16,2.54518003891e-08,27.5731656816,34.6333255492
57,57,83.7455945137,-5.40831327394,17.8061394864,0.0431907134702,0.0169708434636,0.0270736557817,159.027856689,0.00816764423823,11.0983296111,0.589137017146,0.378038466769,0.599238000216,0.587520142846,64.7354747757,25.7306236211,0.0189799967922,9.03906945643,0.507637798936,175.074005841,166.934778393,0.953509789139,False,True,False,22,1.8350177053e-09,3.89701599624,34.0200227189
58,58,83.7212070231,-4.94607415031,309.31783182,0.0933057960443,0.025918097988,0.0491763028777,150.222215821,0.0340318509926,10.9358492355,0.290992692725,0.285191699328,0.341419005757,0.282174391867,11.6621325899,259.061445827,0.011281054983,5.32978131715,0.0172307599785,1407.79238225,54.1905450924,0.0384932791053,False,False,True,37,8.96561553832e-10,10.3531413275,24.441395805
59,59,83.7128661521,-5.9045846373,1.60298401271,0.0178094191134,0.0107192887454,0.013816812435,23.8686852507,0.00317630609265,8.55699635519,0.0,1.36179180982,0.0,0.0,231.769009504,271.663926199,0.0176982807521,0.0,0.0,38.2227308718,0.0,0.0,True,False,False,59,2.68242036779e-22,0.0,21.6036758539
60,60,83.8478346384,-5.20291668516,24586.0936328,0.182404973309,0.0656556384359,0.109434523696,19.6546091683,0.171974287016,10.9670362525,0.306713873931,0.348032730104,0.394647168187,0.290342362071,1.85692217354,324.71402109,0.0088953368273,15.8471242229,0.000644556408987,57239.4078061,72.4045926632,0.00126494307748,False,False,True,43,1.88283958744e-10,20.022117898,29.1250627411
61,61,83.8599036786,-5.08780890984,2845.24804623,0.0599796904032,0.0490315497187,0.0542300393889,32.5665481323,0.052182171522,11.4237218272,0.24923592469,0.198899823434,0.340244176408,0.231550868885,0.913076397691,169.885106236,0.00107410551836,5.83713112827,0.00205153681979,20144.5787453,53.8182453309,0.00267159944178,False,True,False,47,4.76731050849e-10,17.4166631719,21.8889193037
62,62,83.8492433119,-5.1254341378,42.5542531778,0.0259454770807,0.0123668107515,0.0179126437165,170.671864823,0.00499133814559,11.6946321028,0.363820976722,0.142958977859,0.43739766535,0.350745495169,2.91559143969,213.825664274,0.000374201938931,3.18632989075,0.0748768842784,696.50395725,88.9408046398,0.127696050703,False,True,False,43,3.78974470159e-09,19.1384303394,22.3222612676
63,63,83.9085921579,-5.09563787949,131.968942448,0.0501891383917,0.0272830545649,0.0370042295056,171.171210547,0.0208728686088,11.3992293871,0.324898103893,0.196369566178,0.391167258006,0.313109917402,19.434752229,247.465528887,0.0106449035617,5.26446794852,0.0398917188458,1116.61709459,71.1333274447,0.0637043152832,False,True,False,20,4.18921970584e-10,15.4056180168,25.9651776458
64,64,83.8383388025,-5.03895194114,5.27100282445,0.0153290856936,0.0128551837838,0.0140377424762,157.541001696,0.00317630609265,11.7573331304,0.310292025741,0.102467140013,0.389953766632,0.295702518284,0.342093618427,154.190521443,2.69649429638e-05,1.98473093466,0.376537634443,146.022329631,70.6926679278,0.484122312707,True,False,False,47,5.93723676354e-09,18.109870008,21.6747274747
65,65,83.7390369598,-4.89957556408,34.9231040873,0.034510639971,0.0254175835949,0.0296171753612,75.147460627,0.0140664984103,11.1669713621,0.158598220449,0.164995899555,0.240389291473,0.141354901777,76.4591031341,348.398837963,0.0268272690198,1.59129977066,0.0455658170215,429.736360438,26.8644756169,0.0625138528877,False,True,False,65,1.45243492713e-09,10.594494257,31.744664338
66,66,83.9283252083,-6.18814687814,0.736971956601,0.014518254685,0.0052014260405,0.00868997284122,178.304360169,0.00181503205294,8.24454280856,0.0,1.6571037999,0.0,0.0,327.003795111,290.652892786,0.00987755877602,0.0,0.0,21.5565287468,0.0,0.0,True,False,False,66,3.33401092047e-22,0.0,17.8017467728
67,67,83.7275189048,-5.70023243553,539371.114838,0.600825202619,0.186974716145,0.335170287634,22.9929466666,1.0731377013,8.18352544675,0.491347014625,0.882745730903,0.519957621013,0.486658049524,1.58984014543,112.095569305,0.0714404982403,84.2518676262,0.000156203892475,381225.391579,125.685167711,0.000329687293889,False,False,True,67,1.58494364118e-11,9.3934276032,21.2859617844
68,68,83.8086345741,-5.34497270863,8734438.18548,0.21375728358,0.101265401248,0.147126534287,14.888385596,0.330335833635,8.88576858828,0.481202019953,1.24407835199,0.555087766798,0.468422963248,8.02513187018,12.0545796247,0.0694854986592,42.1495018345,4.82566834173e-06,17352271.3238,143.242352709,8.25496270988e-06,False,False,True,68,7.61395545789e-13,24.8574696325,43.1333171834
